0,0,1.99653,3.0038
0,1,2.99235,11.9559
250,0,1.97849,2.98496
250,1,-1.32241,11.4685
500,0,1.86175,2.95171
500,1,-3.637,10.9921
750,0,1.57045,2.77424
750,1,-4.24218,11.5581
1000,0,0.697649,2.13694
1000,1,-4.1461,11.4483
1250,0,-2.45156,0.875701
1250,1,-3.05448,11.798
1500,0,-4.0029,0.121048
1500,1,-2.73829,11.208
1750,0,-4.34952,0.119702
1750,1,-2.16471,11.2296
2000,0,-4.21836,0.226505
2000,1,-1.98302,11.2019
2250,0,-4.00847,0.176881
2250,1,-1.9039,11.2248
2500,0,-3.91968,0.0746269
2500,1,-1.60494,11.3767
2750,0,-3.86998,-0.0752151
2750,1,-1.36877,11.452
3000,0,-3.8565,-0.187605
3000,1,-1.05162,11.5463
3250,0,-3.85919,-0.248383
3250,1,-0.700317,11.57
3500,0,-3.81825,-0.360112
3500,1,-0.357668,11.5767
3750,0,-3.80143,-0.380834
3750,1,0.108928,11.6402
4000,0,-3.79958,-0.400409
4000,1,0.707101,11.6383
4250,0,-3.74605,-0.498102
4250,1,1.29314,11.5952
4500,0,-3.74158,-0.576125
4500,1,2.05444,11.5396
4750,0,-3.71903,-0.664916
4750,1,3.02441,11.3738
5000,0,-3.67134,-0.769376
5000,1,4.2636,11.0319
5250,0,-3.62574,-0.879246
5250,1,5.81451,10.4049
5500,0,-3.5631,-0.988368
5500,1,7.6655,9.24322
5750,0,-3.54377,-1.07665
5750,1,9.58007,7.26465
6000,0,-3.48968,-1.18789
6000,1,11.1751,4.30649
6250,0,-3.41976,-1.32516
6250,1,11.652,1.04765
6500,0,-3.36438,-1.43612
6500,1,11.5311,-1.31501
6750,0,-3.32835,-1.46495
6750,1,11.5786,-2.43085
7000,0,-3.25741,-1.58117
7000,1,11.5794,-2.7456
7250,0,-3.17604,-1.70331
7250,1,11.3673,-2.8234
7500,0,-3.09898,-1.77638
7500,1,11.1235,-2.73859
7750,0,-3.06369,-1.83862
7750,1,10.929,-2.7695
8000,0,-2.98191,-1.92953
8000,1,10.7313,-2.87406
8250,0,-2.89107,-2.01171
8250,1,10.6036,-3.00679
8500,0,-2.88339,-2.03432
8500,1,10.4987,-3.08054
8750,0,-2.794,-2.10546
8750,1,10.4062,-3.17916
9000,0,-2.76996,-2.13089
9000,1,10.269,-3.29943
9250,0,-2.64246,-2.25136
9250,1,10.2311,-3.29855
9500,0,-2.62802,-2.24832
9500,1,10.1003,-3.44008
9750,0,-2.52095,-2.35039
9750,1,10.0502,-3.38762
10000,0,-2.51829,-2.34794
10000,1,9.82059,-3.49102
10250,0,-2.40897,-2.44117
10250,1,9.7826,-3.45112
10500,0,-2.37703,-2.45654
10500,1,9.61462,-3.55807
10750,0,-2.30352,-2.56838
10750,1,9.62456,-3.50973
11000,0,-2.27915,-2.65806
11000,1,9.42072,-3.64568
11250,0,-2.2459,-2.73124
11250,1,9.4345,-3.62022
11500,0,-2.20657,-2.81877
11500,1,9.20602,-3.72509
11750,0,-2.17156,-2.92559
11750,1,9.19701,-3.69532
12000,0,-2.15425,-2.9821
12000,1,8.9294,-3.87382
12250,0,-2.09019,-3.08277
12250,1,9.00193,-3.73579
12500,0,-2.01317,-3.2061
12500,1,8.72312,-3.91854
12750,0,-1.94895,-3.30416
12750,1,8.76063,-3.86263
13000,0,-1.83093,-3.42272
13000,1,8.48772,-4.0222
13250,0,-1.79237,-3.47667
13250,1,8.49272,-4.10314
13500,0,-1.73847,-3.55756
13500,1,8.29581,-4.23093
13750,0,-1.56804,-3.68723
13750,1,8.11692,-4.39219
14000,0,-1.54529,-3.70035
14000,1,8.02159,-4.53677
14250,0,-1.44156,-3.7927
14250,1,7.82211,-4.708
14500,0,-1.29357,-3.91607
14500,1,7.54793,-4.98609
14750,0,-1.13537,-4.00192
14750,1,7.34013,-5.27631
15000,0,-1.04185,-4.03889
15000,1,7.01783,-5.61445
15250,0,-0.86841,-4.14727
15250,1,6.59612,-5.95403
15500,0,-0.713599,-4.19527
15500,1,6.07319,-6.39789
15750,0,-0.547563,-4.27546
15750,1,5.40215,-6.91398
16000,0,-0.394403,-4.32317
16000,1,4.63468,-7.34524
16250,0,-0.259443,-4.36633
16250,1,3.71254,-7.79102
16500,0,-0.0536051,-4.41446
16500,1,2.80665,-8.12736
16750,0,0.119297,-4.427
16750,1,1.84485,-8.27708
17000,0,0.367888,-4.46903
17000,1,0.86505,-8.37794
17250,0,0.572294,-4.47649
17250,1,-0.00354295,-8.30238
17500,0,0.762064,-4.51355
17500,1,-0.852035,-8.15526
17750,0,1.01138,-4.53227
17750,1,-1.60211,-7.95608
18000,0,1.21139,-4.49346
18000,1,-2.21979,-7.79794
18250,0,1.42948,-4.45446
18250,1,-2.743,-7.53225
18500,0,1.61633,-4.41777
18500,1,-3.22647,-7.25324
18750,0,1.76381,-4.36596
18750,1,-3.72225,-6.90908
19000,0,1.94807,-4.31864
19000,1,-4.20454,-6.58675
19250,0,2.18562,-4.2764
19250,1,-4.57995,-6.32125
19500,0,2.45929,-4.17669
19500,1,-4.96397,-6.01155
19750,0,2.59985,-4.05088
19750,1,-5.34083,-5.69677
20000,0,2.72545,-4.00572
20000,1,-5.67921,-5.37049
20250,0,2.84503,-3.94206
20250,1,-5.99927,-4.97563
20500,0,3.00733,-3.88945
20500,1,-6.37357,-4.56076
20750,0,3.19515,-3.76959
20750,1,-6.68447,-4.13048
21000,0,3.34802,-3.65574
21000,1,-6.98811,-3.6877
21250,0,3.52542,-3.54279
21250,1,-7.25709,-3.23247
21500,0,3.68559,-3.41837
21500,1,-7.47241,-2.76483
21750,0,3.84593,-3.2966
21750,1,-7.71678,-2.22743
22000,0,3.96968,-3.16628
22000,1,-7.94525,-1.66443
22250,0,3.972,-3.07119
22250,1,-8.09344,-1.07413
22500,0,3.95402,-3.12126
22500,1,-8.26711,-0.392335
22750,0,3.95155,-3.15208
22750,1,-8.3468,0.339085
23000,0,3.8828,-3.18279
23000,1,-8.37635,1.04292
23250,0,3.78314,-3.26285
23250,1,-8.35714,1.8898
23500,0,3.6591,-3.34849
23500,1,-8.2133,2.76922
23750,0,3.51337,-3.47093
23750,1,-7.95477,3.69745
24000,0,3.38609,-3.56408
24000,1,-7.57233,4.64011
24250,0,3.21092,-3.67209
24250,1,-7.04817,5.54359
24500,0,3.0388,-3.77346
24500,1,-6.40542,6.2897
24750,0,2.89848,-3.87294
24750,1,-5.77233,6.96345
